,Title,Album,Artist,Duration (ms),Rating,Play Count,Removed
0,Song for the Dead,Songs for the Deaf [Deluxe Edition],Queens of the Stone Age,352467,0,1,
0,Song For The Deaf (Album Version Explicit),Songs For The Deaf (UK Version),Queens Of The Stone Age,372000,0,2,
0,Song for the Deaf,Songs for the Deaf [Deluxe Edition],Queens of the Stone Age,372502,0,2,
0,Song for the Elderly,Animal Vehicle,The Axis of Awesome,192000,0,2,
0,Song Sung Blue,All-Time Greatest Hits,Neil Diamond,185000,0,2,Yes
0,Song to Abe Lincoln,Gremlins Have Pictures,Roky Erickson,147000,0,3,
0,Song to the Moon (from Rusalka),Opera&#39;s Greatest Moments,Royal Philharmonic Orchestra,367000,0,1,
0,Songbird,Rumours,Fleetwood Mac,200000,0,1,
0,Sonic - Green Hill Zone,VGM Acapella: Volume 2,Smooth McGroove,176000,0,2,
0,Sonic 2 - Chemical Plant Zone,VGM Acapella: Volume 2,Smooth McGroove,168000,0,2,
0,Sonic&#39;s Best Pal,Starbomb,Starbomb,128000,0,2,
0,Sonnentanz (Sun Don&#39;t Shine / Bonus Track) (feat. Will Heard),Netzwerk,Klangkarussell,238000,0,6,Yes
0,Sonnentanz (Sun Don’t Shine),This Is Chill,Klangkarussell,218000,5,46,
0,Sonnentanz,Netzwerk,Klangkarussell,360000,0,19,Yes
0,Soothing,Semper Femina,Laura Marling,256000,0,2,
0,Sorrow (Live At Pompeii 2016),Live At Pompeii,David Gilmour,650000,0,3,
0,Sorrow (Live),Delicate Sound Of Thunder,Pink Floyd,568000,0,9,
0,Sorry (feat. Denzee),Garage Classics,The House &amp; Garage Orchestra,325000,0,3,
0,Sorry Baby,What Kind of Shit Is This?,Boo Boo Davis,261000,0,1,
0,Sorted For E&#39;s &amp; Wizz,Different Class,Pulp,225000,0,2,
0,Soul Kitchen,The Doors,The Doors,213000,0,1,
0,Soul Surfing,"You&#39;ve Come a Long Way, Baby",Fatboy Slim,297453,0,1,
0,Sound Asleep,Ridiculous - Expanded Reissue,Squeeze,278000,0,1,
0,Sound Of Letting Go (feat. Chris Willis),One More Love,David Guetta,227000,0,1,
0,Soundcheck Jam,Irreverence,Faithless,180504,0,1,
0,Sounds Rushing,"In Search of Sunrise, Vol. 4: Latin America Disc 1",Dominic Plaza,382283,0,1,
0,Sour Times,Dummy,Portishead,252000,0,1,
0,Southern Food,Obsessed,Jim Gaffigan,224000,0,1,
0,Southern Sun [DJ Tiesto Mix],Cream Ibiza Classics (Disc 2),Paul Oakenfold,264000,0,8,
0,Sovereign Light Café,Strangeland,Keane,218000,0,1,
0,Space Cowboy,The Return Of The Space Cowboy,Jamiroquai,386974,0,1,
0,Space Oddity,Anthology,David Bowie,315138,0,1,
0,Space Olympics,Incredibad,The Lonely Island,175000,0,1,
0,Space Time,Boss Drum (Version 2),The Shamen,301000,0,2,
0,Space,Dave Pearce Trance Anthems 2009,Slipmat,214000,0,3,
0,Spaceship to Glarkk (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,257000,0,2,
0,Spandex,Quack,Duck Sauce,268000,0,5,
0,Spanish Key,Bitches Brew,Miles Davis,1052000,0,1,
0,Sparks,Tommy (Remastered),The Who,125000,0,1,Yes
0,Speak To Me (2011 Remastered Version),The Dark Side Of The Moon,Pink Floyd,65000,0,6,
0,Speak To Me,Dark Side Of The Moon,Pink Floyd,64000,0,17,
0,Spectacular Rival,Wanted On Voyage,George Ezra,256000,0,6,
0,Spectacular Rival,Wanted On Voyage (Deluxe),George Ezra,254000,0,1,
0,Speed Of Sound,X&amp;Y,Coldplay,288467,0,1,
0,Spell It Out,The Wack Album,The Lonely Island,68000,0,1,
0,Spiagge,Mama,Luciano Pavarotti,250000,0,3,
0,Spinning Dildo (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,257000,0,2,
0,Spirits Of Ancient Egypt (Remastered 2014),Venus And Mars (Remastered),Wings,178000,0,2,
0,Spoonful,Fresh Cream,Cream,390000,0,1,
0,Sports Song,Mandatory Fun,&quot;Weird Al&quot; Yankovic,134000,0,2,
0,Spring Break Anthem (Explicit Version),The Wack Album,The Lonely Island,133000,0,1,
0,Spring / Sun / Winter / Dread,Get To Heaven (Deluxe),Everything Everything,198000,0,1,
0,Sputnik,The Evil One,Roky Erickson,272000,0,1,
0,Square One,X&amp;Y,Coldplay,287657,0,1,
0,Stairway To Heaven,80s Power Ballads,Great White,518000,0,1,
0,Stand by Your Gun,Wanted On Voyage,George Ezra,184000,0,8,
0,Stand by Your Gun,Wanted On Voyage (Deluxe),George Ezra,184000,0,2,
0,Stand for the Fire Demon,The Evil One,Roky Erickson,326000,0,1,
0,Standing Here,Turns Into Stone,The Stone Roses,307641,0,2,
0,Standing Next To Me,The Age Of The Understatement,The Last Shadow Puppets,140000,0,1,
0,Star 69,Monster,R.E.M.,188000,0,1,
0,Star Guitar,Come With Us,Chemical Brothers,387183,0,2,
0,Star Guitar,Come With Us,Chemical Brothers,387183,0,2,
0,Stardust (with Naturally 7),Crazy Love,Michael Bublé,193000,0,1,
0,Stardust,Best of Jazz 100 Classics,Benny Goodman,171000,0,6,
0,Stars Come Out,Ready For The Weekend,Calvin Harris,267000,0,4,
0,Stars,Return of the 90s,Simply Red,250000,0,2,Yes
0,Stars,Some Nights (Deluxe),Fun.,413000,0,1,
0,"Starve The Ego, Feed The Soul",Drink The Sea,The Glitch Mob,346000,0,1,
0,State Of Grace,Red,Taylor Swift,295000,0,1,Yes
0,Stay At Home Dad,You Want Some of This?,Jon Lajoie,180000,0,6,
0,Stay Awake,This Is Dance 2014,Ellie Goulding,206000,0,10,
0,Stay Away,Nevermind,Nirvana,211000,0,1,
0,Stay High (Habits Remix),This Is Chill,Tove Lo,256000,0,31,
0,Stay On It (Remastered),Hot House,Dizzy Gillespie,191000,0,2,
0,Stay Stay Stay,Red,Taylor Swift,205000,0,9,Yes
0,Stay With Me,Solidarity Breaks,Bernhoft,265000,0,1,
0,Stay With Me,Discovery,Karizma Duo,227000,0,1,
0,Stay With Me,This Is Chill,Sam Smith,172000,0,28,
0,Stay,Dave Pearce Trance Anthems 2009,Sash,244000,0,8,
0,Stay,Life (Deluxe),Sigma,240000,0,12,
0,Steel Claw (2015 Remastered Version),Private Dancer (30th Anniversary Issue),Tina Turner,228000,0,1,
0,Stella,Dave Pearce Trance Anthems 2009,Jam And Spoon,227000,0,6,
0,Sternenkinder,Netzwerk,Klangkarussell,450000,0,11,Yes
0,Steve Fossett - Adventurer!,From Across The Street,Doug Stanhope,312000,0,2,
0,Still D.R.E. (feat. Snoop Dogg),2001 (Explicit Version),Dr. Dre,268000,5,14,
0,Still Take You Home,"Whatever People Say I Am, That&#39;s What I Am Not",Arctic Monkeys,173686,0,3,
0,Stinkless Pussy (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,66000,0,3,
0,Stoke It,A Tribute To Transport Tycoon,Knight By Knight,193000,0,1,
0,Stole You Away,Last Smoke Before The Snowstorm,Benjamin Francis Leftwich,217000,0,4,
0,Stomping Kittens (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,136000,0,2,
0,Stoned Out Of My Mind,The Gift (Deluxe Edition),The Jam,195000,0,2,
0,Stop (2011 Remastered Version),The Wall (2011 - Remaster),Pink Floyd,30000,0,1,
0,Stop Forwarding That Crap To Me,Alpocalypse,&quot;Weird Al&quot; Yankovic,342000,0,1,
0,Stop Hurting Me Baby,For Northern Soul Collectors: Volume 1,Purple Mundi,184000,0,1,
0,Storm,Dave Pearce Trance Anthems 2009,Storm,180000,0,4,
0,Stormy Weather,Best of Jazz 100 Classics,Frank Sinatra,197000,0,1,
0,Straight from the Heart (feat. Shelley Nelson),Garage Classics,The House &amp; Garage Orchestra,227000,0,5,
0,Straight to the Top,In Real Life,Tryhardninja,204000,0,1,
0,Straight Towards The Sun,Hand Built By Robots,Newton Faulkner,217000,0,3,Yes
0,Stranded by the Reebox,It&#39;s Beyond Our Control,Campag Velocet,252000,0,1,
0,Strange Brew,Disraeli Gears (Remastered),Cream,166000,0,5,
0,Strange Currencies,Monster,R.E.M.,232000,0,1,
0,Strange World (2000 Remake),Dave Pearce Trance Anthems 2009,Push,274000,0,15,
0,Strange World (2000 Remake),The Annual 2004: Anthems [Disc 3],Push,221000,0,1,
0,Strangers In The Night,My Way: The Best Of Frank Sinatra (Disc 2),Frank Sinatra,156106,0,1,
0,Strangers,Dummy,Portishead,237000,0,1,
0,Strawberry Fields (Intro),I Cry When I Laugh (Deluxe),Jess Glynne,81000,0,1,
0,Strawberry Fields Forever,1967-1970 (1 of 2),The Beatles,248000,0,1,
0,Stray Cat Blues,Beggars Banquet,The Rolling Stones,277104,0,2,
0,Stray Cat Blues,Beggars Banquet,The Rolling Stones,277000,0,2,
0,Street Fighting Man,Beggars Banquet,The Rolling Stones,194000,0,4,
0,Street Fighting Man,Beggars Banquet,The Rolling Stones,194741,0,4,
0,Streets Of Laredo,American IV: The Man Comes Around,Johnny Cash,213000,0,2,
0,Stressed Out,Blurryface,Twenty One Pilots,202000,0,3,
0,Strictly Confidential (1999 Digital Remaster),For Your Pleasure,Roxy Music,228000,0,1,
0,"String Quartet in E Minor, Op. 83: III. Allegro molto",Mellow Cello,Britten Quartet,496000,0,2,
0,"String Quartet No. 1 in E Minor, &quot;From my life&quot;: II. Allegro moderato a la polka",Mellow Cello,Talich Quartet,332000,0,6,
0,"String Quartet No. 10 in E-Flat Major, Op. 51 &quot;Slavonic&quot;: III. Romanza: Andante con moto",Mellow Cello,Britten Quartet,381000,0,6,
0,"String Quartet No. 12 in F major, Op. 96, &quot;American&quot;: I. Allegro ma non troppo",Mellow Cello,The Duke Quartet,569000,0,8,
0,"String Quartet No. 5, BB 110: I. Allegro",Mellow Cello,Rudi Mahall Quartett,471000,0,6,
0,"String Quartet No. 5, BB 110: II. Adagio molto",Mellow Cello,Rudi Mahall Quartett,350000,0,4,
0,"String Quartet No. 63 in B-Flat Major, Op. 76, No. 4, &quot;Sunrise&quot;: II. Adagio",Mellow Cello,Alberini Quartet,356000,0,2,
0,"String Quintet in E Major, Op. 11 No. 5: III. Minuetto",Ultimate Classical for Babies,Northern String Quartet,183000,0,3,
0,Stringer,Cream Ibiza Classics (Disc 2),Riva,264000,0,6,
0,Stripper Girl,Feel The Steel (Japan/UK/OZ/NZ Version),Steel Panther,214000,0,4,
0,Stroll On,A Tribute To Transport Tycoon,Knight By Knight,266000,0,1,
0,Strong Target (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,184000,0,3,
0,Strong,I&#39;ve Been Expecting You,Robbie Williams,279000,0,2,
0,Struggle For Pleasure,Dave Pearce Trance Anthems 2009,Minimalistix,237000,0,5,
0,Stuck With You (Single Edit) (2006 Digital Remaster),Greatest Hits,Huey Lewis &amp; The News,266000,0,3,
0,Stupendous,Bird,Charlie Parker,169000,0,1,
0,Subdivisions,Under the Covers,Ninja Sex Party,327000,0,4,
0,Subsonic Trance,"Beltram, Vol. 1",Joey Beltram,210000,0,13,
0,Suburbia,OutRun,Kavinsky,208000,0,4,
0,Subway,Mr. Universe,Jim Gaffigan,415000,0,1,
0,Sugar Foot Rag,Super Hits,Jerry Reed,140000,0,1,
0,Suicidal Species,From Across The Street,Doug Stanhope,144000,0,3,
0,"Suicide Bombings, Sad Penis, and Big Party Girl (Shiny Happy Jihad)",Shiny Happy Jihad,Joe Rogan,212000,0,6,
0,Suicide in Finland (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,122000,0,1,
0,"Suite bergamasque, L. 75: III. Clair de lune",Ultimate Classical for Babies,Northern String Quartet,295000,0,2,
0,"Suite bergamasque, L. 75: III. Clair de lune",Ultimate Classical for Babies,Martin Jacoby,302000,0,5,
0,Sultans of Swing,"The Best Air Guitar Album in the World!, Vol. 1-2 Disc 1",Various Artists,344961,0,2,
0,Sultans Of Swing,The Best Of Dire Straits &amp; Mark Knopfler - Private Investigations,Dire Straits,348000,0,17,
0,Sultans Of Swing,Sultans Of Swing - The Very Best Of Dire Straits (CD 1 Of Limited Edition),Dire Straits,346000,0,4,
0,Summer Dream,Dave Pearce Trance Anthems 2009,Kuffdam &amp; Plant,242000,0,8,
0,Summer Jam 2003 (DJ F.R.A.N.K.&#39;s Summermix),The Annual 2004 [Limited Edition Box Set] [Disc 2],The Underdog Project,163000,0,1,
0,Summer Love,My Way: The Best Of Frank Sinatra (Disc 2),Frank Sinatra,175264,0,1,
0,Summer Of &#39;69 (MTV Unplugged Version),MTV Unplugged,Bryan Adams,242000,0,1,
0,Summer,Motion,Calvin Harris,222000,0,17,
0,Summerfish (Scandall Sunset On Ibiza Mix),In Search Of Sunrise 6: Ibiza,Leonid Rudenko,341417,0,1,
0,Summertime in the City,The Light Between Us,Scouting for Girls,186000,0,1,
0,Summertime Sadness (Radio Mix),This Is Chill,Lana Del Rey,251000,0,36,
0,Summertime,Best of Jazz 100 Classics,Sidney Bechet,249000,0,1,
0,Summertime,All of Me,Mandy Harvey,260000,0,1,
0,Summertime,Lullabies for Sleepy Eyes,Susie Tallman,272000,0,3,
0,Sun Goes Down (feat. MAGIC! &amp; Sonny Wilson) [Brooks Remix] [Listenin&#39; Continuous Mix],Listen Again,David Guetta,95000,0,2,
0,Sun Goes Down (feat. MAGIC! &amp; Sonny Wilson) [Hugel Remix] [Listenin&#39; Continuous Mix],Listen Again,David Guetta,145000,0,2,
0,Sun Goes Down (feat. MAGIC! &amp; Sonny Wilson),Listen Again,David Guetta,211000,0,10,
0,Sun Goes Down (feat. MAGIC! &amp; Sonny Wilson),Listen (Deluxe),David Guetta,211000,0,25,
0,Sun Is Up,The Official UK Top 40 Singles Chart 29-05-2011,INNA,152397,0,1,
0,Sun King (Remastered 2009),Abbey Road (Remastered),The Beatles,146000,0,1,
0,Sunday Afternoon,You Want Some of This?,Jon Lajoie,179000,0,7,
0,Sunday Bloody Sunday,Best of 1980-1990,U2,279977,0,1,
0,Sunday in Madrid (Remastered 2016),That Happy Feeling (Remastered 2016),Bert Kaempfert,170000,0,8,
0,Sunkist,"Scissors, Paper, Rock!",The Axis of Awesome,78000,0,6,
0,Sunlight,Greatest - DJ Sammy,DJ Sammy,239000,0,1,
0,Sunrise,Ultimate Acoustic Vol 1,Norah Jones,200644,0,1,
0,Sunset Jesus,Stories,Avicii,264000,0,13,
0,Sunset Strip Eclipse,It&#39;s Beyond Our Control,Campag Velocet,383000,0,1,
0,Sunshine Of Your Love,Disraeli Gears (Remastered),Cream,250000,0,7,
0,Sunshine,Hopes And Fears,Keane,252079,0,2,
0,Sunshine,Hopes and Fears (Deluxe Edition),Keane,252000,0,2,Yes
0,Sunshine,Nothing But the Beat Ultimate,David Guetta,360000,0,18,
0,Suo Gan,Lullabies for Sleepy Eyes,Susie Tallman,248000,0,4,
0,Super Chicken,Live from Wembley,Eddie Izzard,200000,0,1,
0,Super Cranial Syphon - Drum Poetries,Leg Vacuum,Armcannon,385000,0,1,
0,Super High Me,Unbalanced Load,Doug Benson,260000,0,2,
0,Super Mario Kart - Rainbow Road,VGM Acapella: Volume 2,Smooth McGroove,163000,0,1,
0,Super Metroid - Prologue Theme,VGM Acapella: Volume 2,Smooth McGroove,196000,0,1,
0,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),Plastic Beach,Gorillaz,174000,0,1,
0,Superheroes,Discovery,Daft Punk,237816,0,10,
0,Superheroes,Discovery,Daft Punk,237816,0,10,
0,Superheroes,Live from Wembley,Eddie Izzard,145000,0,1,
0,Superliminal,&gt; album title goes here &lt;,deadmau5,393000,0,3,
0,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,221000,0,2,
0,Supersoaker,Mechanical Bull (Deluxe Version),Kings Of Leon,230000,0,1,
0,Supersonic (Remastered),Definitely Maybe (Remastered) (Deluxe Version),Oasis,283000,0,2,
0,Supersonic Sex Machine,Balls Out,Steel Panther,189000,0,6,
0,Superstition,Talking Book,Stevie Wonder,266159,0,1,
0,Superstring,Cream Ibiza Classics (Disc 3),Cygnus X,297000,0,1,
0,Sure,Take That - Greatest Hits,Take That,220288,0,2,
0,Surface (feat. Nicole Miglis),Migration,Bonobo,251000,0,3,
0,Suspicious Minds,Elv1s 30 #1 Hits,Elvis Presley,272376,0,1,
0,Sussudio (2016 Remastered),No Jacket Required,Phil Collins,263000,0,1,
0,Sussudio (2016 Remastered),The Singles,Phil Collins,263000,0,3,
0,Suzanne,Greatest Hits,Leonard Cohen,228438,0,4,
0,Suzanne,Acoustic Freeway,Leonard Cohen,228438,0,2,
0,Swallowed In The Sea,X&amp;Y,Coldplay,239018,0,1,
0,Swan Swan H (live),Songs For A Green World (Live),R.E.M.,189000,0,1,
0,Sway (Remastered 2009),Sticky Fingers,The Rolling Stones,232000,0,1,
0,Sweat (A La La La La Song),Return of the 90s,Inner Circle,226000,0,2,Yes
0,Sweat (David Guetta Remix),Sweat (David Guetta Remix) - Single,Snoop Dogg &amp; David Guetta,195995,0,1,
0,"Sweet Caroline (Live At Greek Theatre, Los Angeles/1972)",Hot August Night (40th Anniversary Deluxe Edition),Neil Diamond,246000,0,1,Yes
0,Sweet Caroline,All-Time Greatest Hits,Neil Diamond,200000,0,3,Yes
0,sweet dreams (are made of this)__winner 1999,Brit Awards 2012,euryyhmics,217127,0,2,
0,Sweet Georgia Brown,Best of Jazz 100 Classics,"Stéphane Grappelli, Django Reinhardt",185000,0,1,
0,Sweet Honey Pie,Gremlins Have Pictures,Roky Erickson,165000,0,1,
0,Sweet Nothing,18 Months,Calvin Harris feat. Florence Welch,212000,0,18,
0,Sweet Spot (feat. Jennifer Lopez),Wild Ones,Flo Rida,228000,0,3,
0,Sweet Spot 2.0 (feat. Jennifer Lopez),Wild Ones,Flo Rida,191000,0,1,
0,Sweet Virginia,Exile On Main Street,The Rolling Stones,266577,0,1,
0,Sweet Virginia,Exile on Main St.,The Rolling Stones,266577,0,1,
0,Sweet Virginia,Exile On Main Street (Deluxe Version),The Rolling Stones,266000,0,1,
0,"Sweet Wine (Live At Winterland, San Francisco / 1968)",Live Cream (Remastered),Cream,916000,0,1,Yes
0,Sweetest Thing [The Single Mix],Best of 1980-1990,U2,180791,0,3,
0,SWLABR,Disraeli Gears (Remastered),Cream,151000,0,3,
0,Symmetry,Netzwerk,Klangkarussell,301000,0,17,Yes
0,Sympathy For The Devil,Beggars Banquet,The Rolling Stones,377000,0,5,
0,Symphony in P Minor,Strawberries and Cream,Ninja Sex Party,14000,0,19,
0,Syncopes,The Talented Mr. Ripley - Music from The Motion Picture,Harry Rabinowitz,286000,0,1,
0,S&amp;M,Loud (Explicit Version),Rihanna,243000,0,6,
0,Tacky,Mandatory Fun,&quot;Weird Al&quot; Yankovic,173000,0,1,
0,Take A Chance On Me,Now That&#39;s What I Call Music! 80 [Double CD],JLS,216161,0,8,
0,Take A Chance,This Is The Sound Of Dubstep,tyDi,87000,0,1,
0,Take A Hit,4R0:20 (Parental Advisory),Afroman,360000,0,1,
0,Take Back The City,A Hundred Million Suns,Snow Patrol,278306,0,1,
0,Take Back The City,A Hundred Million Suns (UK Standard Version),Snow Patrol,278000,0,1,
0,Take Back the Night (Radio Edit),In Real Life,Tryhardninja,246000,0,1,
0,Take Back the Night,In Real Life,Tryhardninja,323000,0,2,
0,Take Care of the Proper Paperwork,&gt; album title goes here &lt;,deadmau5,433000,0,1,
0,Take Good Care of My Heart,Whitney Houston,Whitney Houston with Jermaine Jackson,255000,0,1,
0,Take It Back (2011 Remastered Version),The Division Bell,Pink Floyd,372000,0,7,
0,Take It Back,Disraeli Gears (Remastered),Cream,185000,0,2,
0,"Take It Easy (Live at The Los Angeles Forum, 10/20-22/76)",Hotel California (40th Anniversary Expanded Edition),Eagles,287000,0,5,
0,Take It Easy,The Very Best Of The Eagles,"Eagles, The",210837,0,5,
0,Take It Easy,The Complete Greatest Hits,Eagles,211000,0,3,
0,"Take It To The Limit (Live at The Los Angeles Forum, 10/20-22/76)",Hotel California (40th Anniversary Expanded Edition),Eagles,318000,0,4,
0,Take It To The Limit,The Very Best Of The Eagles,"Eagles, The",286812,0,3,
0,Take Me (Remastered 2016),That Happy Feeling (Remastered 2016),Bert Kaempfert,182000,0,10,
0,Take Me Back to Heaven,Greatest - DJ Sammy,DJ Sammy,265000,0,1,
0,Take Me Home,I Cry When I Laugh (Deluxe),Jess Glynne,265000,0,2,
0,Take Me Out (Of Myself),Momentum (Deluxe Version),Jamie Cullum,231000,0,2,
0,Take Me Out,Franz Ferdinand,Franz Ferdinand,237033,0,4,
0,Take Me Out,Franz Ferdinand,Franz Ferdinand,237033,0,4,
0,Take Me To Church (Live),This Is Acoustic,Hozier,243000,0,3,
0,Take Me,A Perfect Contradiction Outsiders&#39; Edition (Deluxe),Paloma Faith,190000,0,1,
0,Take My Breath Away,80s Power Ballads,Berlin,263000,0,2,
0,Take on Me,Under the Covers,Ninja Sex Party,238000,0,6,
0,Take Shelter (Unplugged),This Is Acoustic,Years &amp; Years,254000,0,1,
0,Take This Job and Shove It,The Essential Johnny Paycheck,Johnny Paycheck,155000,0,2,
0,Take This Longing ,Greatest Hits,Leonard Cohen,245287,0,1,
0,Take Your Mama Out,Scissor Sisters,Scissor Sisters,271880,0,1,
0,Take Your Mama,Scissor Sisters,Scissor Sisters,271880,0,1,
0,Take Your Mind Off,Atmosphere,Kaskade,222000,0,2,
0,Tales Of Brave Ulysses,Disraeli Gears (Remastered),Cream,166000,0,4,
0,Talk To Myself,Stories,Avicii,235000,0,20,
0,Talk,X&amp;Y,Coldplay,311298,0,1,
0,Talking To Girls At Bars,Dangerously Delicious,Aziz Ansari,100000,0,3,
0,Tattoos,Thrilled,Tom Segura,193000,0,2,
0,Taxman (Remastered 2009),Revolver (Remastered),The Beatles,158000,0,4,
0,Tea &amp; Toast,Join the Club,Lucy Spraggan,272000,0,3,
0,Tear In My Heart,Blurryface,Twenty One Pilots,188000,0,3,
0,Tear Stained Letter,American IV: The Man Comes Around,Johnny Cash,219000,0,2,
0,Teardrop,Hand Built By Robots,Newton Faulkner,188000,0,5,Yes
0,Teargas Jazz,Land of the Freaks,Freak Kitchen,341000,0,1,
0,Tears Dry On Their Own,Back To Black,Amy Winehouse,185000,0,1,
0,Tears Dry,Lioness: Hidden Treasures,Amy Winehouse,248000,0,2,
0,Tears In Heaven,Unplugged (Remastered),Eric Clapton,280000,0,5,
0,Techno - For Some Reason,Leg Vacuum,Armcannon,264000,0,1,
0,Ted and the 20 Person Plane,The Top Part,John Mulaney,94000,0,1,
0,Teenage Dirtbag,"The Best Air Guitar Album in the World!, Vol. 1-2 Disc 2",Various Artists,242884,0,1,
0,Teenage Dream,Teenage Dream (Bonus Tracks),Katy Perry,227000,0,5,
0,Telegraph Road,The Best Of Dire Straits &amp; Mark Knopfler - Private Investigations,Dire Straits,858000,0,22,Yes
0,Telepathy/Ted Haggard Got Cured of the Gay,Talking Monkeys In Space,Joe Rogan,179000,0,3,
0,Tell Her Tonight,Franz Ferdinand,Franz Ferdinand,137585,0,1,
0,Tell Her Tonight,Franz Ferdinand,Franz Ferdinand,137585,0,1,
0,Tell Me When,Return of the 90s,Human League,283000,0,1,Yes
0,Temple,Mechanical Bull (Deluxe Version),Kings Of Leon,250000,0,1,
0,Temptation For Love,Ridiculous - Expanded Reissue,Squeeze,217000,0,1,
0,Temptation Waits,Version 2.0,Garbage,276738,0,1,
0,Ten More Days,Stories,Avicii,245000,5,16,
0,Ten Storey Love Song,The Very Best Of The Stone Roses,Stone Roses,262058,0,1,
0,Ten Strikes You&#39;re Out,All You Can Eat,Steel Panther,204000,0,4,
0,Ten Thousand Hours,The Heist,Macklemore &amp; Ryan Lewis,249000,0,3,
0,TEN,Happy Thoughts,Daniel Tosh,257000,0,1,
0,Tenerife Sea,x (Deluxe Edition),Ed Sheeran,241000,0,1,
0,Tequila Sunrise,The Very Best Of The Eagles,"Eagles, The",173127,0,3,
0,Territorial Pissings,Nevermind,Nirvana,142000,0,1,
0,Testarossa Autodrive,OutRun,Kavinsky,217000,0,4,
0,Texas Bound And Flyin&#39; (From The Motion Picture &quot;Smokey And The Bandit II&quot;),The Essential Jerry Reed,Jerry Reed,200000,0,3,
0,Texas Shuffle,Best of Jazz 100 Classics,Lester Young,182000,0,1,
0,Text,My Weakness Is Strong (DMD Album),Patton Oswalt,188000,0,3,
0,Texting With Girls,Dangerously Delicious,Aziz Ansari,82000,0,3,
0,Tha More U Drink,4R0:20 (Parental Advisory),Afroman,262000,0,1,
0,Thank You Mum,Cry Yourself a River,The Axis of Awesome,38000,0,2,
0,Thanks to the Cathouse (I&#39;m in the Doghouse with You),The Essential Johnny Paycheck,Johnny Paycheck,251000,0,1,
0,That Girl Is Crafty,In Real Life,Tryhardninja,216000,0,1,
0,That Happy Feeling (Remastered 2016),That Happy Feeling (Remastered 2016),Bert Kaempfert,172000,0,14,
0,That Was Your Mother,Graceland,Paul Simon,172000,0,9,
0,"That&#39;s Earl, Brother (Remastered)",Hot House,Dizzy Gillespie,161000,0,1,
0,That&#39;s Just the Way It Is (2016 Remastered),The Singles,Phil Collins,320000,0,1,
0,That&#39;s Life,My Way: The Best Of Frank Sinatra (Disc 2),Frank Sinatra,189660,0,3,
0,That&#39;s What Girls Are For,Balls Out,Steel Panther,218000,0,9,
0,That&#39;s When You Came In,Lower the Bar,Steel Panther,226000,0,4,
0,The 1975,The 1975,The 1975,79000,0,2,Yes
0,The A Team (Live At The Bedford),Live At The Bedford,Ed Sheeran,322000,0,2,
0,The A Team,+,Ed Sheeran,258577,0,1,
0,The Acid Queen,Tommy (Remastered),The Who,214000,0,2,Yes
0,The Adventure,The Essential Collection,Bill Hicks,1880000,0,1,
0,The Age Of The Understatement,The Age Of The Understatement,The Last Shadow Puppets,189000,0,2,
0,The Air That I Breathe (Dumonde Voxmix),Dave Pearce Trance Anthems 2009,Talla 2Xlc Feat. Ely,270000,0,4,
0,The Alphabeat,Nothing But the Beat Ultimate,David Guetta,269000,0,12,
0,The Answer,Adore Life,Savages,210000,0,1,
0,The Arcane Guild,Age of the Joker,Edguy,298000,0,1,
0,The Audience Is Tweeting,Potty Mouth,Doug Benson,369000,0,1,
0,The Awakening,Dave Pearce Trance Anthems 2009,York,291000,0,5,
0,The Ballad of John and Yoko,1967-1970 (2 of 2),The Beatles,180000,0,1,
0,The Ballad of John Henry (Live),Live From the Royal Albert Hall,Joe Bonamassa,407000,0,1,
0,The Beginning...,Love In The Future (Deluxe Edition),John Legend,205000,0,2,
0,The Best Argument Against Gay Marriage,Finest Hour,Patton Oswalt,147000,0,2,
0,The Best Comedy I&#39;ve Ever Seen,Finest Hour,Patton Oswalt,222000,0,2,
0,The Best Is Yet To Come,My Way: The Best Of Frank Sinatra (Disc 2),Frank Sinatra,176843,0,1,
0,The Best One Yet (The Boy),The Beginning &amp; The Best Of The E.N.D. (International Mega-Deluxe Version),The Black Eyed Peas,265000,0,1,
0,The Bird,The Bird - The Jazz Masters Series,Charlie Parker Quartet,283000,0,1,
0,The Birthday Song,I Kill People,Jon Lajoie,131000,0,3,
0,The Bitterest Pill (I Ever Had To Swallow),The Gift (Deluxe Edition),The Jam,213000,0,2,
0,The Blanket of Night,The Take Off And Landing Of Everything (The Take Off and Landing of Everything),Elbow,262000,0,2,
0,The Blog,Red,Datarock,191000,0,1,
0,The Blood,Live At The BBC 1985,The Cure,232000,0,1,
0,The Blue (Live At Pompeii 2016),Live At Pompeii,David Gilmour,393000,0,10,
0,The Book of Nook,Starbomb,Starbomb,119000,0,2,
0,The Boy in the Bubble,Graceland,Paul Simon,239000,0,19,
0,The Boy With The Thorn In His Side (2011 Remastered Version),The Queen Is Dead,The Smiths,196000,0,1,
